Samples	M1_S1	M2_S2	M3_S3	N4_S4	N5_S5	N6_S6	O1_S7	O2_S8	O3_S9	V1_S10	V4_S12	V6_S11	X1_S13	X2_S14	X4_S15	Z2_S16	Z3_S17	Z4_S18
Condition	Remission-Responder	Remission-Responder	Remission-Responder	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Remission-Responder	Remission-Responder	Remission-Responder
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Lachnoclostridium |Lachnoclostridium sp. An298 	1.88E-05	4.91E-05	2.43E-05	0	0	0	0	0	0	0	0	0	7.06E-07	8.83E-07	5.02E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Lachnoclostridium |Lachnoclostridium sp. An76 	5.36E-06	9.95E-06	4.11E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Lachnotalea |Lachnotalea glycerini 	4.87E-07	4.74E-07	5.88E-07	0	0	0	0	0	0	2.23E-06	7.50E-06	4.10E-06	4.23E-07	0	4.35E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Lachnotalea |Lachnotalea sp. AF33-28 	9.74E-07	2.37E-06	5.88E-07	0	0	0	0	0	0	0	0	0	5.50E-06	1.03E-06	1.91E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Marvinbryantia |Marvinbryantia formatexigens* 	1.79E-06	1.66E-06	3.92E-07	0	0	0	0	0	1.41E-06	0	0	0	4.94E-06	9.27E-06	1.04E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Merdimonas |Merdimonas faecis* 	1.14E-06	1.64E-05	6.46E-06	0	0	0	0	0	0	0	0	0	0	5.89E-05	1.67E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Murimonas |Murimonas intestini* 	1.95E-06	3.08E-06	1.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Parasporobacterium |Parasporobacterium paucivorans* 	1.62E-07	2.37E-06	2.35E-06	0	0	0	0	0	0	0	0	0	0	2.94E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Pseudobutyrivibrio |Unknown	1.30E-06	1.19E-06	1.37E-06	0	0	0	0	0	0	6.69E-07	8.03E-07	1.24E-06	7.06E-07	1.18E-06	2.18E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Robinsoniella |Robinsoniella peoriensis 	1.46E-06	1.90E-06	1.96E-06	0	0	0	0	0	9.38E-07	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Robinsoniella |Robinsoniella sp. KNHs210 	0	4.74E-07	3.92E-07	0	0	0	0	0	0	8.92E-07	1.07E-06	2.23E-06	0	2.80E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Robinsoniella |Robinsoniella sp. RHS 	0	7.11E-07	0	0	0	0	0	0	0	0	0	0	3.01E-05	1.90E-05	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Roseburia |Roseburia intestinalis 	2.60E-06	5.45E-06	3.13E-06	0	2.76E-07	0	8.95E-07	3.80E-07	0	0	0	0	2.82E-07	1.62E-06	1.00E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Roseburia |Roseburia inulinivorans 	6.50E-07	1.66E-06	2.94E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Roseburia |Roseburia sp. 1XD42-69 	0	3.79E-06	7.83E-07	0	0	0	0	0	0	0	0	0	7.06E-07	0	5.02E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Roseburia |Roseburia sp. 499 	2.11E-06	4.03E-06	2.74E-06	0	0	0	0	0	0	0	0	0	0	1.18E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Roseburia |Roseburia sp. AM16-25 	8.44E-06	5.93E-06	9.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Roseburia |Roseburia sp. AM51-8 	8.12E-07	2.84E-06	9.79E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Roseburia |Unknown	8.78E-05	0.000161881	0.000130645	0	0	0	0	0	0	0	0	2.48E-07	7.06E-07	1.91E-06	1.61E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Stomatobaculum |Stomatobaculum longum* 	9.74E-07	2.37E-06	2.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Tyzzerella |Tyzzerella nexilis 	4.87E-07	9.48E-07	9.79E-07	0	0	0	1.76E-05	0.000178589	1.36E-05	2.23E-07	0	1.12E-06	5.64E-07	1.47E-07	1.67E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|[Eubacterium] rectale 	0.00061154	0.001484664	0.001701714	0	9.65E-06	0	0	0	1.09E-06	0	1.82E-05	0	1.03E-05	1.15E-05	1.36E-05	1.20E-06	7.49E-07	3.17E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium 	8.12E-07	1.19E-06	3.92E-07	0	0	0	0	0	0	0	0	0	8.75E-06	4.86E-05	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium 10-1 	3.25E-07	0	0	0	0	0	0	0	0	0	0	0	1.41E-07	5.59E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium 2_1_58FAA 	0	2.09E-05	0	0	0	0	0	0	0	0	0	0	4.23E-07	1.47E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium 28-4 	1.95E-06	1.90E-06	1.57E-06	0	0	0	0	0	0	0	0	0	1.92E-05	1.62E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium 3-1 	3.25E-07	2.61E-06	1.96E-07	0	0	0	0	0	0	0	0	0	2.82E-07	5.89E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium 6_1_37FAA 	0	3.32E-06	0	0	0	0	0	0	0	2.23E-07	2.68E-07	8.69E-07	0.000139268	2.94E-06	4.84E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium AC2012 	5.85E-06	1.07E-05	6.07E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium AM25-17 	6.50E-07	3.79E-06	3.92E-07	0	0	0	0	0	0	0	0	0	1.13E-06	4.41E-07	1.96E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium AM48-27BH 	1.62E-07	9.48E-07	1.96E-07	0	0	0	0	0	1.41E-06	0	0	0	1.41E-06	4.41E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Lachnospiraceae |Unknown|Lachnospiraceae bacterium Marseille-P3773 	8.12E-07	9.48E-07	1.96E-07	0	0	0	0	0	3.13E-07	0	0	0	0	2.50E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Oscillospiraceae |Oscillibacter |Oscillibacter sp. 1-3 	1.30E-06	3.32E-06	6.07E-06	0	0	0	0	0	0	0	8.03E-07	0	2.82E-06	8.39E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Oscillospiraceae |Oscillibacter |Oscillibacter sp. 57_20 	1.62E-07	9.48E-07	0	0	0	0	0	0	0	0	0	0	2.82E-07	5.30E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Oscillospiraceae |Oscillibacter |Oscillibacter sp. ER4 	8.12E-07	4.03E-06	2.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Oscillospiraceae |Oscillibacter |Oscillibacter sp. KLE 1745 	1.62E-07	2.37E-07	7.83E-07	0	0	0	0	0	0	0	0	0	8.18E-06	1.25E-05	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Oscillospiraceae |Oscillibacter |Oscillibacter sp. PC13 	1.30E-06	2.84E-06	6.07E-06	0	0	0	0	0	0	0	0	0	8.47E-07	2.50E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Oscillospiraceae |Oscillibacter |Oscillibacter sp. PEA192 	6.82E-06	0.000234645	0.000294588	0	0	0	0	0	0	0	0	0	2.95E-05	8.01E-05	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Oscillospiraceae |Oscillibacter |Unknown	0.000306257	0.004271017	0.008730881	0	5.51E-07	0	0	1.90E-07	4.69E-07	9.59E-06	9.37E-06	1.69E-05	0.000524195	0.001060439	8.37E-07	4.35E-07	4.50E-07	1.81E-07
Bacteria |Firmicutes |Clostridia |Clostridiales |Oscillospiraceae |Unknown|Unknown	8.80E-05	0.001539889	0.002475594	0	0	0	0	0	0	0	0	0	0.0002585	0.000547879	1.00E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptococcaceae |Desulfosporosinus |Desulfosporosinus orientis 	1.62E-07	2.61E-06	2.15E-06	0	0	0	0	0	0	0	0	0	2.82E-07	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptococcaceae |Desulfotomaculum |Desulfotomaculum ruminis 	2.44E-06	2.84E-06	7.83E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Paeniclostridium |Paeniclostridium sordellii* 	0	1.90E-06	0	0.000611283	3.89E-05	3.35E-05	0	0	0	8.92E-07	2.68E-07	2.48E-06	1.55E-06	1.18E-06	0.000877397	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Peptostreptococcaceae |Romboutsia |Unknown	4.87E-07	0	0	0.009990673	9.54E-05	9.22E-05	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Acetivibrio |Acetivibrio ethanolgignens 	0	4.74E-07	3.92E-07	0	0	0	0	0	0	4.01E-06	2.94E-06	1.15E-05	6.07E-06	9.57E-06	1.67E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Agathobaculum |Agathobaculum butyriciproducens 	3.25E-07	0	1.96E-07	0	0	0	0	0	0	0	0	0	0	7.36E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Anaeromassilibacillus |Anaeromassilibacillus sp. An200 	1.14E-06	2.13E-06	4.90E-06	0	0	0	1.49E-06	7.59E-07	0	0	8.57E-06	0	8.47E-07	7.36E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Angelakisella |Angelakisella massiliensis* 	8.77E-06	7.82E-06	1.25E-05	0	0	0	0	0	0	4.46E-07	6.69E-06	0	3.53E-06	1.91E-06	3.18E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Bittarella |Bittarella massiliensis* 	1.46E-06	2.84E-06	4.50E-06	0	0	0	0	0	0	0	0	0	1.41E-06	1.18E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Drancourtella |Drancourtella sp. An177 	0	1.66E-06	3.92E-07	0	0	0	0	0	0	0	0	0	0	2.06E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Drancourtella |Drancourtella sp. An210 	1.62E-06	2.13E-06	1.76E-06	0	0	0	0	0	0	0	0	0	4.23E-07	4.41E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Faecalibacterium |Faecalibacterium sp. An122 	9.74E-07	3.56E-06	3.92E-07	0	0	0	0	0	0	0	0	0	1.41E-07	0	3.35E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Faecalibacterium |Faecalibacterium sp. An192 	1.95E-06	3.56E-06	1.37E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Faecalibacterium |Faecalibacterium sp. CAG	4.22E-06	9.01E-05	0.000101852	0	0	0	1.79E-06	0	0	2.23E-07	0	6.21E-07	0	1.03E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Flavonifractor |Flavonifractor sp. An10 	4.06E-06	8.53E-06	1.74E-05	0	0	0	4.45E-05	4.06E-05	2.74E-05	0	0	0	1.13E-06	1.91E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Flavonifractor |Flavonifractor sp. An100 	4.87E-06	9.48E-07	4.31E-06	0	0	0	0	0	0	0	0	0	6.77E-06	1.03E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Flavonifractor |Flavonifractor sp. An306 	6.33E-06	2.09E-05	1.82E-05	0	0	0	8.06E-06	6.64E-06	3.60E-06	0	9.37E-06	0	5.64E-07	8.83E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Flavonifractor |Flavonifractor sp. An4 	8.12E-07	7.82E-06	5.88E-06	0	0	0	0	1.90E-07	1.56E-07	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Flavonifractor |Flavonifractor sp. An82 	2.92E-06	6.64E-06	1.16E-05	0	0	0	2.98E-07	1.90E-07	1.56E-07	0	2.41E-06	0	5.64E-07	3.24E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Flavonifractor |Flavonifractor sp. An9 	1.30E-06	2.61E-06	6.46E-06	0	0	0	0	0	0	0	0	0	1.41E-07	1.47E-07	1.67E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Flavonifractor |uncultured Flavonifractor sp.* 	5.36E-05	0.000147424	0.000184313	0	0	0	4.30E-05	7.97E-06	2.03E-06	4.21E-05	1.82E-05	5.27E-05	2.30E-05	1.50E-05	3.63E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Fournierella |Fournierella massiliensis* 	3.57E-06	7.11E-06	5.48E-06	0	0	0	0	0	0	0	0	0	0	2.94E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Gemmiger |Gemmiger formicilis 	0.000645316	0.000620506	0.000193715	0	0	0	5.97E-07	1.90E-07	0.000439946	0	0	0	0	1.16E-05	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Gemmiger |Gemmiger sp. An120 	1.62E-07	0	5.88E-07	0	0	0	3.58E-06	4.55E-06	3.13E-06	0	0	0	4.80E-06	1.77E-06	1.05E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Hydrogenoanaerobacterium |Hydrogenoanaerobacterium saccharovorans* 	1.95E-06	7.11E-07	2.55E-06	0	0	0	0	0	0	6.69E-07	8.03E-07	2.48E-07	1.83E-06	5.89E-07	2.34E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Massilimaliae |Massilimaliae massiliensis 	2.27E-06	3.08E-06	3.13E-06	0	0	0	0	0	0	0	0	0	1.41E-07	1.03E-06	1.67E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Negativibacillus |Negativibacillus massiliensis 	0	7.11E-07	2.74E-06	0	0	0	0	0	0	0	0	0	2.74E-05	2.75E-05	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Neglecta |Neglecta timonensis 	6.50E-07	7.11E-07	2.74E-06	0	0	0	1.79E-06	3.80E-07	3.13E-07	0	0	0	2.82E-07	5.89E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Papillibacter |Papillibacter cinnamivorans* 	3.90E-06	6.40E-06	9.01E-06	0	0	0	2.98E-07	1.90E-07	1.56E-07	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Phocea |Phocea massiliensis* 	5.52E-06	8.06E-06	7.83E-06	0	0	0	0	0	0	0	0	0	1.48E-05	8.39E-06	1.54E-05	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Pseudoflavonifractor |Pseudoflavonifractor sp. AF19-9AC 	1.62E-06	2.13E-06	2.94E-06	0	0	0	3.28E-06	5.69E-07	9.38E-07	0	0	0	0	2.94E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Pseudoflavonifractor |Pseudoflavonifractor sp. Marseille-P3106 	9.74E-07	6.16E-06	5.48E-06	0	0	0	0	0	0	0	2.14E-06	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus bromii 	1.62E-07	7.11E-07	9.79E-07	0	2.76E-07	1.61E-07	0	0	0	0	0	0	0	2.65E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus flavefaciens 	1.95E-06	1.90E-06	1.18E-06	0	0	0	0	0	0	0	0	0	7.06E-07	0	3.35E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus gauvreauii 	8.12E-07	6.40E-06	4.11E-06	0	0	0	0	0	0	0	0	0	0	5.00E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus lactaris 	1.62E-07	1.54E-05	3.92E-07	0	5.51E-07	1.61E-07	0	0	0	0	0	0	1.41E-06	3.68E-06	5.19E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. 1xD21-23 	4.87E-07	1.19E-06	1.96E-07	0	0	0	0	0	0	0	0	0	8.89E-06	2.80E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. AF18-22 	6.66E-06	1.02E-05	9.21E-06	0	0	0	0	0	0	0	0	0	8.47E-07	1.47E-07	5.02E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. AF31-8BH 	8.12E-07	1.66E-05	1.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruminococcus |Ruminococcus sp. AM42-11 	2.92E-06	4.20E-05	3.53E-05	0	0	0	0	0	0	0	0	0	6.32E-05	8.98E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Ruthenibacterium |Ruthenibacterium lactatiformans* 	1.85E-05	4.60E-05	3.98E-05	0	0	0	0	0	6.88E-06	0	0	0	6.77E-06	8.24E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Subdoligranulum |Subdoligranulum sp. 4_3_54A2FAA 	0.000222954	0.000454358	0.000432872	0	0	0	0	0	0	0	0	0	6.49E-06	6.92E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Subdoligranulum |Subdoligranulum sp. 60_17 	0.000150855	9.36E-05	4.70E-05	0	0	0	5.97E-07	3.80E-07	0.000292359	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Subdoligranulum |Subdoligranulum sp. AF14-43 	1.06E-05	1.30E-05	1.63E-05	0	0	0	0	0	0	0	0	0	3.10E-06	7.36E-07	7.20E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Subdoligranulum |Subdoligranulum sp. AM16-9 	1.62E-07	2.37E-07	1.96E-07	0	0	0	0	0	0	0	0	0	3.53E-06	3.24E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Subdoligranulum |Subdoligranulum sp. AM23-21AC 	3.25E-07	9.48E-07	1.96E-07	0	0	0	0	0	0	0	0	0	3.39E-06	5.74E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Subdoligranulum |Subdoligranulum sp. APC924/74 	0.00033435	0.000264272	0.000100873	0	0	0	0	0	6.96E-05	0	0	0	0	0	3.35E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Subdoligranulum |Subdoligranulum sp. OF01-18 	5.02E-05	9.01E-05	9.01E-05	0	0	0	0	7.59E-07	3.13E-07	0	0	0	3.25E-06	2.50E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Subdoligranulum |Unknown	0.000429507	0.000569074	0.000475375	0	0	0	0	0	0.000133047	0	0	0	1.24E-05	1.07E-05	0	2.18E-07	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Unknown|Ruminococcaceae bacterium 	6.66E-06	5.45E-06	1.21E-05	0	0	0	0	0	0	0	0	0	1.83E-06	1.03E-06	6.69E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Unknown|Ruminococcaceae bacterium AF10-16 	0	4.74E-07	1.18E-06	0	0	0	0	0	0	0	0	0	2.54E-05	2.50E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Unknown|Ruminococcaceae bacterium AM28-23LB 	0	0	7.83E-07	0	0	0	2.09E-06	2.28E-06	1.56E-06	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Unknown|Ruminococcaceae bacterium cv2 	4.87E-06	7.11E-06	5.88E-06	0	0	0	0	0	0	0	0	0	4.23E-07	8.83E-07	3.35E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Unknown|Ruminococcaceae bacterium D16 	3.25E-07	9.48E-07	1.76E-06	0	0	0	0.000139373	9.43E-05	0.000203713	0	0	0	6.21E-06	1.75E-05	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Unknown|Ruminococcaceae bacterium KLE1738 	1.10E-05	1.68E-05	2.78E-05	0	0	0	2.98E-06	0	0	1.56E-06	1.61E-06	1.49E-06	1.41E-07	1.47E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Unknown|Ruminococcaceae bacterium Marseille-P2935 	1.62E-07	2.37E-07	5.88E-07	0	0	0	2.39E-06	1.90E-06	2.97E-06	0	0	0	4.23E-07	1.47E-07	1.67E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Ruminococcaceae |Unknown|Ruminococcaceae bacterium TF06-43 	4.87E-07	4.74E-07	3.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Epulopiscium |Unknown	1.62E-07	9.48E-07	1.96E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Intestinimonas |Intestinimonas massiliensis 	2.11E-06	3.18E-05	4.09E-05	0	0	0	5.97E-07	0	0	0	0	0	0	5.89E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Lawsonibacter |Lawsonibacter asaccharolyticus* 	1.66E-05	3.77E-05	7.13E-05	0	0	0	0.000186825	0.000104383	8.07E-05	0	0	0	7.62E-06	2.94E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Monoglobus |Monoglobus pectinilyticus* 	0.000446557	0.001934045	0.000409955	0	0	0	0	0	0	0	0	0	2.82E-07	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium 41_12_two_minus 	8.12E-07	7.11E-06	2.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium 42_27 	9.74E-07	1.90E-06	3.13E-06	0	0	0	1.07E-05	2.28E-06	9.38E-07	0	0	0	0	1.18E-06	3.18E-06	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium 52_15 	4.99E-05	3.89E-05	2.00E-05	0	0	0	0	0	0.000117725	0	0	0	2.82E-07	2.06E-05	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium CCNA10 	1.12E-05	6.45E-05	4.15E-05	0	0	0	3.67E-05	6.07E-06	0	0	0	0	0	5.74E-06	5.02E-07	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium CHKCI001 	2.60E-06	3.08E-06	3.92E-07	0	0	0	0	0	0	0	0	0	0	3.38E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium CHKCI006 	6.50E-07	7.11E-07	1.96E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium Choco116 	3.25E-06	6.40E-06	8.42E-06	0	0	0	0	0	0	0	0	0	0	2.94E-07	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium Marseille-P2846 	1.62E-06	9.48E-07	2.35E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium Marseille-P5551 	2.92E-06	3.79E-06	2.74E-06	0	0	0	0	0	0	3.34E-06	4.02E-06	6.21E-06	0	1.18E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium NK3B98 	9.74E-07	4.27E-06	1.96E-06	0	0	0	0	0	0	0	0	0	7.06E-07	4.86E-06	0	0	0	0
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium VE202-08 	1.20E-05	3.56E-05	2.59E-05	0	0	0	0	0	0	0	0	0	2.82E-07	1.18E-06	0	0	0	0
