Condition	Remission-Responder	Remission-Responder	Remission-Responder	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Baseline-Active	Relapse-non-responder	Relapse-non-responder	Relapse-non-responder	Remission-Responder	Remission-Responder	Remission-Responder				
Taxonomy	M1_S1	M2_S2	M3_S3	N4_S4	N5_S5	N6_S6	O1_S7	O2_S8	O3_S9	V1_S10	V4_S12	V6_S11	X1_S13	X2_S14	X4_S15	Z2_S16	Z3_S17	Z4_S18				
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium NK3B98 	8.69E-07	3.88E-06	1.76E-06	0	0	0	0	0	0	0	0	0	5.90E-07	4.01E-06	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium oral taxon 876 	1.01E-06	1.51E-06	5.29E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium VE202-08 	1.07E-05	3.24E-05	2.33E-05	0	0	0	0	0	0	0	0	0	2.36E-07	9.73E-07	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium VE202-14 	7.24E-07	8.63E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium VE202-21 	2.46E-06	1.08E-06	1.76E-06	0	0	0	0	0	0	1.26E-06	2.23E-06	3.17E-06	2.36E-07	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium VE202-26 	0.000104665	9.86E-05	0.000132153	0	0	0	0	0	0	0	0	0	0	3.65E-07	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|Clostridiales bacterium VE202-29 	1.45E-07	2.16E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Clostridiales |Unknown|Unknown|uncultured Clostridiales bacterium* 	0	4.31E-07	1.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Halanaerobiales |Halobacteroidaceae |Selenihalanaerobacter |Selenihalanaerobacter shriftii* 	7.24E-07	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Thermoanaerobacterales |Thermoanaerobacteraceae |Thermanaeromonas |Thermanaeromonas toyohensis* 	1.45E-07	4.31E-07	5.29E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Unknown|Unknown|Unknown|Clostridia bacterium BRH_c25 	2.90E-07	1.29E-06	1.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Unknown|Unknown|Unknown|Clostridia bacterium UC5.1-1C12 	2.90E-07	0	3.52E-07	0	0	0	0	0	0	0	0	0	2.95E-06	2.68E-06	0	0	0	0				
Bacteria |Firmicutes |Clostridia |Unknown|Unknown|Unknown|Clostridia bacterium UC5.1-2H6 	2.90E-07	0	0	0	0	0	0	0	0	0	0	0	3.54E-07	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Absiella |Absiella dolichum 	0	2.16E-07	8.81E-07	0	0	0	0	0	0	0	0	0	3.54E-07	1.22E-07	1.59E-07	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Absiella |Absiella sp. AM27-20 	0	2.16E-07	0	0	0	0	0	0	0	0	0	0	5.43E-06	0	8.44E-06	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Absiella |Unknown	1.59E-06	8.63E-07	1.59E-06	0	0	0	0	0	0	0	0	0	5.90E-07	1.34E-06	1.59E-07	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Candidatus Stoquefichus |Candidatus Stoquefichus massiliensis 	4.34E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Candidatus Stoquefichus |Candidatus Stoquefichus sp. SB1 	1.45E-07	1.94E-06	8.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Candidatus Stoquefichus |Unknown	1.45E-07	1.94E-06	1.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Coprobacillus |Coprobacillus sp. AF09-1A 	0	4.10E-06	3.00E-06	0	0	0	1.69E-06	5.42E-07	1.18E-06	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Coprobacillus |Coprobacillus sp. AF15-30 	7.24E-07	8.63E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Coprobacillus |Coprobacillus sp. AF16-47 	4.34E-07	4.31E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Coprobacillus |Coprobacillus sp. OF03-2AA 	8.69E-07	2.16E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Coprobacillus |Coprobacillus sp. TM10-10 	2.90E-07	4.31E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Coprobacillus |Unknown	1.26E-05	1.23E-05	8.99E-06	0	0	0	5.79E-05	2.76E-05	2.52E-05	0	0	0	1.92E-05	5.47E-06	7.28E-05	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Dielma |Dielma fastidiosa* 	0.000726137	0.000739888	0.000586583	0	0	0	0	0	0	0	0	0	9.05E-05	8.93E-05	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Eggerthia |Eggerthia catenaformis* 	1.45E-07	4.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Erysipelatoclostridium |[Clostridium] cocleatum 	1.45E-07	4.31E-07	1.76E-07	0	0	0	7.12E-05	3.23E-05	2.61E-05	0	0	0	2.36E-07	0	1.59E-07	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Erysipelatoclostridium |Erysipelatoclostridium sp. An15 	0	3.45E-06	3.70E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Erysipelatoclostridium |Erysipelatoclostridium sp. An173 	8.69E-07	2.16E-06	2.47E-06	0	0	0	0	0	0	0	0	0	1.18E-07	1.22E-07	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Faecalicoccus |Faecalicoccus pleomorphus 	1.45E-07	6.47E-07	1.76E-07	0	0	0	0	0	0	0.000219716	0	9.39E-05	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Faecalitalea |Faecalitalea cylindroides 	1.01E-06	8.63E-07	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-07	0	5.03E-07				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Faecalitalea |Faecalitalea sp. Marseille-P3755 	5.79E-07	5.39E-06	7.05E-07	0	0	0	0	3.79E-06	0	0	0	0	1.89E-06	2.31E-06	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Holdemanella |Holdemanella biformis* 	4.34E-07	8.63E-07	1.76E-07	0	0	0	0	0	1.33E-06	0.000181207	0	6.42E-05	0	1.22E-07	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Holdemania |Unknown	0	3.02E-06	7.05E-07	0	0	0	0	0	0	0	0	0	0.001136272	0.000615603	1.59E-06	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Lactomassilus |Lactomassilus timonensis* 	2.90E-07	2.16E-07	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Massiliomicrobiota |Massiliomicrobiota sp. An105 	4.34E-07	8.63E-06	1.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Massiliomicrobiota |Massiliomicrobiota sp. An134 	5.79E-07	6.26E-06	4.23E-06	0	0	0	0	0	0	0	0	0	1.31E-05	4.01E-06	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Massiliomicrobiota |Massiliomicrobiota sp. An142 	1.04E-05	2.63E-05	0.000194882	0	0	0	0	0	0	0	0	0	3.54E-07	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Massiliomicrobiota |Massiliomicrobiota sp. An80 	4.34E-07	1.12E-05	1.02E-05	0	0	0	0	0	0	0	0	0	4.72E-07	0	2.23E-06	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Massiliomicrobiota |Massiliomicrobiota timonensis 	1.35E-05	0.000650152	0.000533898	0	5.04E-07	0	0	0	0	0	0	0	1.18E-07	4.86E-07	1.59E-07	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Massiliomicrobiota |Unknown	1.29E-05	0.000676901	0.000520683	0	0	0	0	0	0	0	0	0	2.71E-06	9.73E-07	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Merdibacter |Merdibacter massiliensis* 	1.45E-07	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Traorella |Traorella massiliensis* 	1.45E-07	1.73E-06	1.06E-06	0	0	0	0	0	0	0	0	0	1.18E-07	0	3.19E-07	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Unknown|Erysipelotrichaceae bacterium 5_2_54FAA 	0	8.63E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Unknown|Erysipelotrichaceae bacterium AF15-26LB 	1.45E-07	8.63E-07	3.52E-07	0	0	0	0	0	0	0	0	0	2.36E-07	4.86E-07	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Unknown|Erysipelotrichaceae bacterium AF19-24AC 	1.30E-06	1.29E-06	4.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Unknown|Erysipelotrichaceae bacterium GAM147 	1.16E-06	2.16E-07	1.06E-06	0	0	0	0	0	0	0	0	0	4.72E-07	3.65E-07	0	0	0	0				
Bacteria |Firmicutes |Erysipelotrichia |Erysipelotrichales |Erysipelotrichaceae |Unknown|Unknown	5.36E-06	1.47E-05	5.81E-06	0	0	0	0	0	0	9.00E-07	0	6.72E-07	5.31E-06	7.90E-06	2.71E-06	0	0	0				
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Acidaminococcus |Acidaminococcus intestini 	1.45E-07	8.20E-06	1.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Acidaminococcus |Acidaminococcus intestini CAG	2.90E-07	2.16E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Acidaminococcus |Acidaminococcus massiliensis 	2.90E-07	6.47E-07	1.06E-06	0	0	0	0	0	0	0	0	0	1.65E-06	2.43E-07	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Acidaminococcus |Acidaminococcus sp. AM33-14BH 	2.46E-06	5.95E-05	9.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Acidaminococcus |Acidaminococcus sp. BV3L6 	1.74E-06	6.26E-06	1.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Acidaminococcus |Acidaminococcus sp. HPA0509 	2.90E-07	4.96E-06	7.58E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Acidaminococcales |Acidaminococcaceae |Acidaminococcus |Unknown	0.00019963	0.002617004	0.005538794	0	0	0	0	0	0	0	0	0	4.72E-07	1.22E-07	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Anaerovibrio |Anaerovibrio lipolyticus 	5.79E-07	1.29E-06	8.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Megamonas |Megamonas hypermegale 	2.90E-07	8.63E-07	1.76E-07	0	0	0	0	0	0	0	0	1.15E-06	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Selenomonadaceae |Selenomonas |Selenomonas sp. oral taxon 126 	8.98E-06	1.21E-05	1.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Sporomusaceae |Sporomusa |Sporomusa acidovorans 	0	1.29E-06	4.93E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Selenomonadales |Sporomusaceae |Sporomusa |Unknown	0	4.31E-07	0	0	0	0	0	0	0	0	0	2.88E-07	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Massilibacillus |Massilibacillus massiliensis* 	2.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Megasphaera |Megasphaera elsdenii 	0	6.47E-07	1.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae |Veillonella |Veillonella sp. CAG	0.000449058	0.000698256	0.000263072	0	0	0	3.11E-06	0	0	0	0	0	3.54E-06	3.65E-07	0	0	0	0				
Bacteria |Firmicutes |Negativicutes |Veillonellales |Veillonellaceae* |Unknown|Unknown	5.79E-07	2.16E-07	1.41E-06	2.13E-05	2.77E-06	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Tissierellia |Tissierellales |Peptoniphilaceae |Anaerosphaera |Anaerosphaera aminiphila 	0	0	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Tissierellia |Tissierellales |Peptoniphilaceae |Miniphocibacter |Miniphocibacter massiliensis* 	0	2.16E-07	1.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Tissierellia |Tissierellales |Tissierellaceae |Tissierella |Tissierella praeacuta 	0	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |Tissierellia |Tissierellales |Unknown|Sporanaerobacter |Sporanaerobacter sp. PP17-6a 	7.24E-07	1.51E-06	3.00E-06	0	0	0	0	0	0	0	0	0	0	2.43E-07	0	0	0	0				
Bacteria |Firmicutes |Tissierellia |Unknown|Unknown|Dethiosulfatibacter |Dethiosulfatibacter aminovorans* 	4.34E-07	4.31E-07	2.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium AF36-3BH 	1.45E-07	8.63E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	1.58E-05	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium AM43-11BH 	1.45E-07	1.08E-06	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium AM55-24TS 	3.33E-06	8.41E-06	2.11E-06	0	0	0	0	0	0	0	0	0	0	9.12E-06	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium AM59-13 	3.91E-06	3.45E-06	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium ASF500 	8.69E-07	2.16E-07	5.29E-07	0	0	0	0	0	0	0	0	0	2.36E-07	1.22E-07	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium CAG	2.46E-06	2.74E-05	8.28E-06	0	0	0	0	0	0	2.74E-05	1.97E-05	1.78E-05	0.000123223	7.61E-05	1.59E-07	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium HGW-Firmicutes-15 	8.69E-07	6.47E-07	1.76E-07	0	0	0	0	0	0	0	0	0	3.54E-07	0	1.59E-07	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium HGW-Firmicutes-16 	8.69E-07	1.08E-06	2.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Firmicutes bacterium HGW-Firmicutes-21 	1.45E-07	2.16E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Firmicutes |unified Firmicutes sensu stricto no rank|Unknown|Unknown|Unknown|Unknown	1.30E-06	1.94E-06	1.59E-06	0	0	0	0	0	2.95E-07	0	0	0	1.18E-07	2.41E-05	0	0	0	0				
Bacteria |Firmicutes |Unknown|Unknown|Unknown|Unknown|Firmicutes bacterium CAG	1.35E-05	3.73E-05	3.91E-05	0	0	0	0	7.23E-07	6.05E-06	1.98E-06	0	2.30E-06	1.14E-05	3.49E-05	2.33E-05	0	0	0				
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Fusobacteriaceae |Fusobacterium |Fusobacterium perfoetens 	0	4.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Fusobacteria |Fusobacteriia |Fusobacteriales |Fusobacteriaceae |Fusobacterium |Fusobacterium sp. CAG	7.24E-07	1.29E-06	2.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Planctomycetes |unified Planctomycetes no rank|Unknown|Unknown|Unknown|Planctomycetes bacterium 	0	0	5.29E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Alphaproteobacteria |Rhizobiales |Rhizobiaceae |Agrobacterium |Agrobacterium sp. DSM 25558 	0	2.16E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Alphaproteobacteria |Rhizobiales |Unknown|Unknown|Rhizobiales bacterium 	0	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Alphaproteobacteria |Rhizobiales |Unknown|Unknown|Unknown	0	0	7.05E-07	0	0	0	0	0	0	0	0	0	1.18E-07	3.65E-07	0	0	0	0				
Bacteria |Proteobacteria |Alphaproteobacteria |Rhodospirillales |Rhodospirillaceae |Azospirillum |Azospirillum sp. CAG	0.023976278	0.034447508	0.064662958	0	6.04E-06	0	0	0	0	0	0	0	9.91E-06	0	4.78E-07	0	0	0				
Bacteria |Proteobacteria |Alphaproteobacteria |Rhodospirillales |Unknown|Unknown|Unknown	0.000337445	0.000593636	0.000738647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Alphaproteobacteria |Unknown|Unknown|Unknown|Unknown	0	0	7.05E-07	0	0	0	0	0	0	0	0	0	6.37E-06	0	0	0	0	0				
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Burkholderiaceae |Cupriavidus |Unknown	0	2.16E-07	1.23E-06	0	0	0	0	0	0	5.94E-06	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Comamonadaceae |Acidovorax |Acidovorax wautersii 	0	0	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Unknown|Leptothrix |uncultured Leptothrix sp.* 	0	0	7.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Betaproteobacteria |Burkholderiales |Unknown|Unknown|[Polyangium] brachysporum 	1.35E-05	9.92E-06	2.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Betaproteobacteria |Neisseriales |Neisseriaceae |Vitreoscilla |Vitreoscilla filiformis 	4.20E-06	4.10E-06	1.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfobacterales |Desulfobacteraceae |Unknown|Unknown	6.51E-06	4.53E-06	7.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfomicrobiaceae |Desulfomicrobium |Desulfomicrobium baculatum 	0	0	8.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio africanus 	0	0	8.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio alkalitolerans 	2.90E-07	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio desulfuricans 	0	4.31E-07	1.76E-06	0	0	0	7.91E-06	4.15E-06	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio legallii 	2.55E-05	1.66E-05	2.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio litoralis 	0	2.16E-07	1.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio sp. 3_1_syn3 	3.47E-06	4.53E-06	1.18E-05	0	0	0	0	0	0	0	0	0	0	4.86E-07	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Desulfovibrio |Desulfovibrio sp. MES5 	0	4.31E-07	7.05E-07	0	0	0	0	0	0	9.00E-07	1.42E-06	1.15E-06	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfovibrionales |Desulfovibrionaceae |Lawsonia |Lawsonia intracellularis 	2.90E-07	2.16E-07	2.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Desulfuromonadales |Geobacteraceae |Geobacter |Geobacter sulfurreducens 	0	2.16E-07	8.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Deltaproteobacteria |Unknown|Unknown|Unknown|uncultured delta proteobacterium 	0	2.16E-07	1.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Epsilonproteobacteria |Campylobacterales |Campylobacteraceae |Campylobacter |Unknown	2.90E-07	2.16E-07	0	0	0	0	1.69E-06	2.89E-06	8.86E-07	0	0	0	0	4.86E-07	0	0	0	0				
Bacteria |Proteobacteria |Epsilonproteobacteria |Campylobacterales |Helicobacteraceae |Helicobacter |Helicobacter japonicus 	1.45E-07	2.16E-07	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Epsilonproteobacteria |Campylobacterales |Unknown|Unknown|Unknown	2.90E-07	4.31E-07	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Aeromonadales |Aeromonadaceae |Aeromonas |Unknown	0	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Alteromonadales |Alteromonadaceae |Unknown|Alteromonadaceae bacterium 	0	0	3.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Morganellaceae |Morganella |Unknown	0	0	3.52E-07	2.70E-07	2.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Morganellaceae |Proteus |Proteus penneri 	1.45E-07	6.47E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Enterobacterales |Morganellaceae |Unknown|Unknown	0	0	3.52E-07	8.10E-07	7.05E-06	7.64E-07	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Pseudomonadales |Moraxellaceae |Acinetobacter |Acinetobacter sp. CAG	5.79E-07	1.73E-06	2.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
Bacteria |Proteobacteria |Gammaproteobacteria |Pseudomonadales |Moraxellaceae |Acinetobacter |Unknown	0	0	5.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
